stock,p_e_ratio,p_b_ratio,p_s_ratio,ev_ebitda,ev_gp,p_e_ratio_percentile,p_b_ratio_percentile,p_s_ratio_percentile,ev_ebitda_percentile,ev_gp_percentile,rv_score
CAPLIPOINT.NS,28.73535,5.9618235,7.7925835,22.683,12.76547667385579,0.3236009732360097,0.5158150851581509,0.7396593673965937,0.44768856447688565,0.6009732360097324,0.5255474452554745
CARBORUNIV.NS,47.397324,5.6615934,3.8741968,25.425,6.341418258490167,0.6228710462287105,0.48661800486618007,0.48661800486618007,0.5279805352798054,0.2846715328467153,0.4817518248175183
CASTROLIND.NS,21.69477,8.825214,3.7510283,14.746,7.238684677574345,0.22141119221411193,0.7031630170316302,0.46958637469586373,0.26763990267639903,0.34549878345498786,0.4014598540145986
CELLO.NS,33.78807,5.909051,5.721452,22.588,10.601287402978208,0.39172749391727496,0.5085158150851582,0.6058394160583942,0.44282238442822386,0.5231143552311436,0.49440389294403897
CHAMBLFERT.NS,15.45657,3.0497153,1.4862211,8.919,3.072952542949173,0.11192214111922141,0.26763990267639903,0.15815085158150852,0.10948905109489052,0.0705596107055961,0.1435523114355231
CENTURYPLY.NS,72.99791,6.851701,3.5282946,34.914,8.391778512963144,0.8369829683698297,0.5863746958637469,0.44525547445255476,0.7153284671532847,0.41119221411192214,0.5990267639902677
CDSL.NS,45.039413,16.400805,20.810253,32.715,20.151020363419995,0.5815085158150851,0.9172749391727494,0.9659367396593674,0.6690997566909975,0.8418491484184915,0.7951338199513382
CERA.NS,30.30379,5.8506775,3.7525063,23.546,6.639523657631573,0.34549878345498786,0.5060827250608273,0.4720194647201946,0.46958637469586373,0.29683698296836986,0.4180048661800487
CHALET.NS,169.47745,6.408408,11.193432,30.937,17.23078743630855,0.9659367396593674,0.5523114355231143,0.8832116788321168,0.6374695863746959,0.7664233576642335,0.7610705596107056
CEATLTD.NS,24.095379,2.761337,0.90690196,9.96,2.8084387864074354,0.25547445255474455,0.22627737226277372,0.08029197080291971,0.13138686131386862,0.058394160583941604,0.15036496350364964
CHENNPETRO.NS,24.391026,1.1745163,0.15090145,10.969,5.150945448312976,0.25790754257907544,0.0364963503649635,0.004866180048661801,0.17274939172749393,0.20437956204379562,0.13527980535279807
